,Traffic Report ID,Published Date,Issue Reported,Location,Latitude,Longitude,Address,Status,Status Date-Time,Published Date as Integer
7222,2ACF710CD7116949468BE24A27696D4DF1852B17_1511786648000,11/27/2017 06:44:00 PM +0000,Crash Service,"(30.271834,-97.732788)",30.271834,-97.732788,1200 N Ih 35 Svrd Sb,ARCHIVED,11/27/2017 08:25:00 PM +0000,20171127
7223,22CB4C6042132E6446BD086789DDEA1B4BAB8D18_1510536731000,11/13/2017 07:32:00 AM +0000,COLLISN/ LVNG SCN,"(30.351085,-97.478623)",30.351085,-97.478623,15000-15317 E Us 290 Hwy Eb,ARCHIVED,11/13/2017 04:30:00 PM +0000,20171113
7224,22CB4C6042132E6446BD086789DDEA1B4BAB8D18_1510791766000,11/16/2017 06:22:00 AM +0000,Traffic Hazard,"(30.364398,-97.683761)",30.364398,-97.683761,10000-10207 N Ih 35 Svrd Nb,ARCHIVED,11/16/2017 06:35:00 AM +0000,20171116
7225,32F6CBAB415ED6D718F61FC88F136EAFC6DADD31_1510739663000,11/15/2017 03:54:00 PM +0000,Crash Service,"(30.233752,-97.740365)",30.233752,-97.740365,2241 S Ih 35 Svrd Nb,ARCHIVED,11/15/2017 04:35:00 PM +0000,20171115
7226,32F6CBAB415ED6D718F61FC88F136EAFC6DADD31_1510825258000,11/16/2017 03:40:00 PM +0000,Traffic Hazard,"(30.234376,-97.796223)",30.234376,-97.796223,4000-4239 S CAPITAL OF TEXAS HWY NB,ARCHIVED,11/16/2017 04:00:00 PM +0000,20171116
7227,32F6CBAB415ED6D718F61FC88F136EAFC6DADD31_1512065577000,12/01/2017 12:12:00 AM +0000,COLLISION,"(30.349126,-97.546501)",30.349126,-97.546501,E Us 290 Hwy Eb & Shadowglen Blvd,ARCHIVED,12/01/2017 12:25:00 AM +0000,20171201
7228,2ACFC192F7F74E84214FF5DDCBCE2BDAAA73C3A0_1509909929000,11/06/2017 01:25:00 AM +0000,COLLISION,"(30.349292,-97.538573)",30.349292,-97.538573,N Fm 973 Rd & E Us 290 Hwy Eb,ARCHIVED,11/06/2017 03:30:00 AM +0000,20171106
7229,2ACFC192F7F74E84214FF5DDCBCE2BDAAA73C3A0_1510474766000,11/12/2017 02:19:00 PM +0000,Crash Urgent,"(30.411197,-97.720870)",30.411197,-97.72087,3600 Duval Rd,ARCHIVED,11/12/2017 03:20:00 PM +0000,20171112
7230,2ACFC192F7F74E84214FF5DDCBCE2BDAAA73C3A0_1510652808000,11/14/2017 03:46:00 PM +0000,Traffic Hazard,"(30.354803,-97.747866)",30.354803,-97.747866,7200 N Mopac Expy Svrd Sb,ARCHIVED,11/14/2017 04:25:00 PM +0000,20171114
7231,4A4AB45448022F0C738FE9E310148EA1EB7F856B_1509724160000,11/03/2017 08:49:00 PM +0000,Traffic Hazard,"(30.344372,-97.696969)",30.344372,-97.696969,8100 N Ih 35 Sb,ARCHIVED,11/03/2017 09:10:00 PM +0000,20171103
7232,54C1792C99A96A96A2881600F0CCE1D81061E8B8_1511018147000,11/18/2017 09:15:00 PM +0000,Traffic Hazard,"(30.320361,-97.666607)",30.320361,-97.666607,Ed Bluestein Blvd Sb & 290 Wb To Ed Bluestein Sb Ramp,ARCHIVED,11/18/2017 10:55:00 PM +0000,20171118
7233,58A2AF869FDA42032912254F13E954E3756303FD_1509864089000,11/05/2017 12:41:00 PM +0000,Traffic Hazard,"(30.197273,-97.764472)",30.197273,-97.764472,5701-6217 S Ih 35 Svrd Nb,ARCHIVED,11/05/2017 01:40:00 PM +0000,20171105
7234,58A2AF869FDA42032912254F13E954E3756303FD_1510994947000,11/18/2017 02:49:00 PM +0000,Traffic Hazard,"(30.266965,-97.757094)",30.266965,-97.757094,W Cesar Chavez St & B R Reynolds Dr,ARCHIVED,11/18/2017 03:10:00 PM +0000,20171118
7235,178116E63A31913AB6DA9AB6D92CB510DEA7964C_1515707644000,01/12/2018 03:54:00 AM +0000,Traffic Impediment,"(30.377856,-97.764781)",30.377856,-97.764781,4900 Spicewood Springs Rd,ARCHIVED,01/12/2018 10:30:00 AM +0000,20180112
7236,4B082257F17BD96CDFD43328E8BF24C9638F3A17_1511800631000,11/27/2017 10:37:00 PM +0000,COLLISION,"(30.332297,-97.807985)",30.332297,-97.807985,3400-blk N Capital Of Texas Hwy Nb,ARCHIVED,11/27/2017 10:45:00 PM +0000,20171127
7237,4B19229E380E9CA29673FDB967FD09CDCF4B5B44_1510245767000,11/09/2017 10:42:00 PM +0000,Traffic Hazard,"(30.292894,-97.663616)",30.292894,-97.663616,5402-5928 Ed Bluestein Blvd Sb,ARCHIVED,11/10/2017 12:40:00 AM +0000,20171109
7238,4B19229E380E9CA29673FDB967FD09CDCF4B5B44_1511804774000,11/27/2017 11:46:00 PM +0000,Crash Urgent,"(30.413326,-97.691077)",30.413326,-97.691077,1819 W Parmer Ln,ARCHIVED,11/28/2017 01:00:00 AM +0000,20171127
7239,4B19229E380E9CA29673FDB967FD09CDCF4B5B44_1511885121000,11/28/2017 10:05:00 PM +0000,Traffic Hazard,"(30.173966,-97.806190)",30.173966,-97.80619,815 W Slaughter Ln,ARCHIVED,11/28/2017 11:15:00 PM +0000,20171128
7240,1784F0E37C1FDD6200C1E8B28E8CAAE5402E74E0_1515276967000,01/07/2018 04:16:00 AM +0000,Crash Service,"(30.263030,-97.743207)",30.26303,-97.743207,E Cesar Chavez St & Brazos St,ARCHIVED,01/07/2018 04:55:00 AM +0000,20180107
7241,4D027DAD69409A84F289016DAC695616B78DDE20_1514765596000,01/01/2018 06:13:00 AM +0000,Stalled Vehicle,"(30.442416,-97.784184)",30.442416,-97.784184,12958 - 13454 N US 183 HWY SB,ARCHIVED,01/01/2018 06:30:00 AM +0000,20180101
7242,5AFB66D46A7F6FBC33EC1F7241E719290BAEF02C_1511347940000,11/22/2017 04:52:00 PM +0000,Crash Urgent,"(30.242397,-97.717315)",30.242397,-97.717315,1100-1425 S PLEASANT VALLEY RD,ARCHIVED,11/22/2017 05:40:00 PM +0000,20171122
7243,5AFB66D46A7F6FBC33EC1F7241E719290BAEF02C_1511817760000,11/28/2017 03:22:00 AM +0000,COLLISION,"(30.382056,-97.613330)",30.382056,-97.61333,5401-5525 E Howard Ln,ARCHIVED,11/28/2017 04:00:00 AM +0000,20171128
7244,4D027DAD69409A84F289016DAC695616B78DDE20_1516859348000,01/25/2018 11:49:00 AM +0000,TRFC HAZD/ DEBRIS,"(30.186348,-97.609481)",30.186348,-97.609481,E Sh 71 Wb & Ross Rd,ARCHIVED,01/25/2018 06:10:00 PM +0000,20180125
7245,4D027DAD69409A84F289016DAC695616B78DDE20_1517811922000,02/05/2018 12:25:00 PM +0000,COLLISION,"(30.456674,-97.657763)",30.456674,-97.657763,1601-1605 GRAND AVENUE PKWY,ARCHIVED,02/05/2018 07:05:00 PM +0000,20180205
7246,4D027DAD69409A84F289016DAC695616B78DDE20_1517897071000,02/06/2018 12:04:00 PM +0000,COLLISION,"(30.345831,-97.572885)",30.345831,-97.572885,10326-10344 E US 290 HWY WB,ARCHIVED,02/06/2018 06:15:00 PM +0000,20180206
7247,5D22A80605A592F60F2CDE0BF0D59FF70A54A329_1516098896000,01/16/2018 04:34:00 PM +0000,Crash Urgent,"(30.251507,-97.713387)",30.251507,-97.713387,N Pleasant Valley Rd & Canterbury St,ARCHIVED,01/16/2018 11:45:00 PM +0000,20180116
7248,4DD260501DEC55CAAF354185B0AA99C8E05C045A_1509892922000,11/05/2017 08:42:00 PM +0000,Traffic Hazard,"(30.309218,-97.711389)",30.309218,-97.711389,N Ih 35 Svrd Sb & E 51st Eb To Ih 35 Sb Ramp,ARCHIVED,11/05/2017 09:05:00 PM +0000,20171105
7249,5D22A80605A592F60F2CDE0BF0D59FF70A54A329_1516703080000,01/23/2018 04:24:00 PM +0000,Traffic Impediment,"(30.176574,-97.832911)",30.176574,-97.832911,2600-2616 W Slaughter Ln,ARCHIVED,01/23/2018 10:35:00 PM +0000,20180123
7250,3A282FB67EA34786A1B4E01588D82AA0AD67E47A_1511531646000,11/24/2017 07:54:00 PM +0000,Crash Urgent,"(30.153765,-97.791235)",30.153765,-97.791235,10100 S Ih 35 Nb,ARCHIVED,11/24/2017 08:45:00 PM +0000,20171124
7251,178F71645D8D762522EDE90115F4F50F1E19D62B_1514220996000,12/25/2017 10:56:00 PM +0000,Traffic Hazard,"(30.322032,-97.684066)",30.322032,-97.684066,6856-7524 E Us 290 Hwy Wb,ARCHIVED,12/25/2017 11:15:00 PM +0000,20171225
7252,178F71645D8D762522EDE90115F4F50F1E19D62B_1514731461000,12/31/2017 08:44:00 PM +0000,Traffic Impediment,"(30.270606,-97.754435)",30.270606,-97.754435,525 N Lamar Blvd,ARCHIVED,12/31/2017 09:25:00 PM +0000,20171231
7253,4D6FD598EF1F0E4BA6A5774BEFF6B61D7FAFA828_1517313190000,01/30/2018 05:53:00 PM +0000,Crash Service,"(30.236289,-97.792424)",30.236289,-97.792424,4001 S Lamar Blvd Nb,ARCHIVED,01/31/2018 12:15:00 AM +0000,20180130
7254,4D6FD598EF1F0E4BA6A5774BEFF6B61D7FAFA828_1517398280000,01/31/2018 05:31:00 PM +0000,Traffic Impediment,"(30.394192,-97.749767)",30.394192,-97.749767,Jollyville Rd & Great Hills Trl,ARCHIVED,01/31/2018 11:40:00 PM +0000,20180131
7255,4D7A59E87E6CA367E15179C5C0D1403589E5D66B_1513236138000,12/14/2017 01:22:00 PM +0000,Crash Urgent,"(30.246503,-97.690385)",30.246503,-97.690385,1-149 Airport Blvd,ARCHIVED,12/14/2017 02:00:00 PM +0000,20171214
7256,4D7A59E87E6CA367E15179C5C0D1403589E5D66B_1514121292000,12/24/2017 07:14:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.397674,-97.928911)",30.397674,-97.928911,Hudson Bend Rd & N Fm 620 Rd,ARCHIVED,12/24/2017 07:25:00 PM +0000,20171224
7257,5D22A80605A592F60F2CDE0BF0D59FF70A54A329_1516875758000,01/25/2018 04:22:00 PM +0000,Traffic Hazard,"(30.373783,-97.727458)",30.373783,-97.727458,9011-9099 RESEARCH BLVD NB,ARCHIVED,01/25/2018 10:55:00 PM +0000,20180125
7258,5D22A80605A592F60F2CDE0BF0D59FF70A54A329_1517652825000,02/03/2018 04:13:00 PM +0000,Crash Service,"(30.335162,-97.696459)",30.335162,-97.696459,1000 Wheatley Ave,ARCHIVED,02/03/2018 10:30:00 PM +0000,20180203
7259,5DB0872F19AA1AE3D1CEFA62AE9877879C085253_1512705445000,12/08/2017 09:57:00 AM +0000,COLLISION,"(30.067080,-97.691676)",30.06708,-97.691676,0 S SH 130 NB TO S 130 NB RAMP,ARCHIVED,12/08/2017 11:00:00 AM +0000,20171208
7260,0C91145BAB9DFE54DE3A3343AEBD1BB66F50373E_1510141010000,11/08/2017 05:36:00 PM +0000,Crash Urgent,"(30.352222,-97.733269)",30.352222,-97.733269,7601-7621 Northcross Dr,ARCHIVED,11/08/2017 08:05:00 PM +0000,20171108
7261,5DB0872F19AA1AE3D1CEFA62AE9877879C085253_1512629314000,12/07/2017 12:48:00 PM +0000,TRFC HAZD/ DEBRIS,"(30.405378,-97.788887)",30.405378,-97.788887,7200 Spicewood Springs Rd,ARCHIVED,12/07/2017 01:45:00 PM +0000,20171207
7262,58A2AF869FDA42032912254F13E954E3756303FD_1511343952000,11/22/2017 03:45:00 PM +0000,Traffic Impediment,"(30.259319,-97.756028)",30.259319,-97.756028,1006 Daniel Dr,ARCHIVED,11/22/2017 04:10:00 PM +0000,20171122
7263,59C1C577A1380A9058D9CF86DB4E0AEA6A314988_1510944737000,11/18/2017 12:52:00 AM +0000,Traffic Hazard,"(30.225285,-97.767562)",30.225285,-97.767562,400 W Ben White Blvd Eb,ARCHIVED,11/18/2017 01:40:00 AM +0000,20171118
7264,59C1C577A1380A9058D9CF86DB4E0AEA6A314988_1511038378000,11/19/2017 02:52:00 AM +0000,Crash Service,"(30.215674,-97.802406)",30.215674,-97.802406,2206 Whitestone Dr,ARCHIVED,11/19/2017 05:30:00 AM +0000,20171119
7265,59C1C577A1380A9058D9CF86DB4E0AEA6A314988_1511128393000,11/20/2017 03:53:00 AM +0000,Traffic Hazard,"(30.279930,-97.750466)",30.27993,-97.750466,1501-1527 N Lamar Blvd,ARCHIVED,11/20/2017 04:10:00 AM +0000,20171120
7266,59C1C577A1380A9058D9CF86DB4E0AEA6A314988_1511985303000,11/30/2017 01:55:00 AM +0000,Traffic Hazard,"(30.127888,-97.800994)",30.127888,-97.800994,12000-12520 S Ih 35 Sb,ARCHIVED,11/30/2017 02:25:00 AM +0000,20171130
7267,4DA81066745689FC22FB717C0C6A7EDD96ED0FFB_1517654990000,02/03/2018 04:49:00 PM +0000,COLLISION,"(30.497528,-97.583276)",30.497528,-97.583276,21030-21318 N SH 130 SVRD SB,ARCHIVED,02/03/2018 11:00:00 PM +0000,20180203
7268,5DB0872F19AA1AE3D1CEFA62AE9877879C085253_1512787142000,12/09/2017 08:39:00 AM +0000,COLLISION WITH INJURY,"(30.318695,-97.661363)",30.318695,-97.661363,PECAN BROOK DR & SPRINGDALE RD,ARCHIVED,12/09/2017 10:30:00 AM +0000,20171209
7269,5DB0872F19AA1AE3D1CEFA62AE9877879C085253_1517458407000,02/01/2018 10:13:00 AM +0000,TRFC HAZD/ DEBRIS,"(30.342417,-98.044696)",30.342417,-98.044696,W SH 71 & ELECTRIC AVE,ARCHIVED,02/01/2018 04:25:00 PM +0000,20180201
7270,72448B7792D7AA9BAE361029D06BB23AD7803155_1514371050000,12/27/2017 04:37:00 PM +0000,Crash Service,"(30.320579,-97.753471)",30.320579,-97.753471,4500-4622 Bull Creek Rd,ARCHIVED,12/27/2017 05:10:00 PM +0000,20171227
7271,4DD260501DEC55CAAF354185B0AA99C8E05C045A_1512663641000,12/07/2017 10:20:00 PM +0000,Crash Urgent,"(30.381932,-97.686374)",30.381932,-97.686374,W Braker Ln & N Lamar Blvd,ARCHIVED,12/07/2017 11:30:00 PM +0000,20171207
7272,72448B7792D7AA9BAE361029D06BB23AD7803155_1514743670000,01/01/2018 12:07:00 AM +0000,COLLISION WITH INJURY,"(30.443555,-97.707787)",30.443555,-97.707787,W Howard Ln & Mc Neil Merrilltown Rd,ARCHIVED,01/01/2018 12:15:00 AM +0000,20180101
7273,4FD505F8AEED956F068C4CE57BFC30A6131B7C79_1510333010000,11/10/2017 10:56:00 PM +0000,Crash Urgent,"(30.157124,-97.833304)",30.157124,-97.833304,Ravenscroft Dr & Manchaca Rd,ARCHIVED,11/10/2017 11:40:00 PM +0000,20171110
7274,504DB50882D21B88A1D62F72F7EA7CCAB9C77799_1510348555000,11/11/2017 03:15:00 AM +0000,Crash Service,"(30.377125,-97.676482)",30.377125,-97.676482,11300 N Ih 35 Svrd Sb,ARCHIVED,11/11/2017 03:25:00 AM +0000,20171111
7275,58A2AF869FDA42032912254F13E954E3756303FD_1511860668000,11/28/2017 03:17:00 PM +0000,Traffic Hazard,"(30.474977,-97.804331)",30.474977,-97.804331,11318-11424 Pecan Park Blvd,ARCHIVED,11/28/2017 03:30:00 PM +0000,20171128
7276,17B990DA5A70AC723A5540ECFCB935530A5F7849_1512823457000,12/09/2017 06:44:00 PM +0000,Traffic Hazard,"(30.236908,-97.831403)",30.236908,-97.831403,0 S Mopac Sb To W 290 Wb Ramp,ARCHIVED,12/09/2017 06:55:00 PM +0000,20171209
7277,2314A350E505EC7C79579F94AD8C46B42631A2E8_1511103128000,11/19/2017 08:52:00 PM +0000,Stalled Vehicle,"(30.234282,-97.795623)",30.234282,-97.795623,S Lamar Blvd Svrd Nb & S Capital Of Texas Hwy Svrd Nb,ARCHIVED,11/19/2017 09:00:00 PM +0000,20171119
7278,17B990DA5A70AC723A5540ECFCB935530A5F7849_1513430971000,12/16/2017 07:29:00 PM +0000,Stalled Vehicle,"(30.207872,-97.662656)",30.207872,-97.662656,3900 Presidential Blvd,ARCHIVED,12/16/2017 08:00:00 PM +0000,20171216
7279,2314A350E505EC7C79579F94AD8C46B42631A2E8_1511466970000,11/24/2017 01:56:00 AM +0000,Traffic Hazard,"(30.344512,-97.706426)",30.344512,-97.706426,200 W Anderson Ln Eb,ARCHIVED,11/24/2017 02:15:00 AM +0000,20171124
7280,2314A350E505EC7C79579F94AD8C46B42631A2E8_1511630101000,11/25/2017 11:15:00 PM +0000,Stalled Vehicle,"(30.450182,-97.819137)",30.450182,-97.819137,11300 Anderson Mill Rd,ARCHIVED,11/25/2017 11:40:00 PM +0000,20171125
7281,4E21B680CC0AAD7B3AE6B2DF22F941E3081BC0B9_1512914389000,12/10/2017 07:59:00 PM +0000,Crash Urgent,"(30.297488,-97.718037)",30.297488,-97.718037,4000 N Ih 35 Sb,ARCHIVED,12/10/2017 08:20:00 PM +0000,20171210
7282,232D69EF19BC21657517C33A1E9B61902906ACE2_1509626899000,11/02/2017 05:48:00 PM +0000,Crash Service,"(30.360793,-97.693444)",30.360793,-97.693444,9100-9315 GEORGIAN DR,ARCHIVED,11/02/2017 10:45:00 PM +0000,20171102
7283,4E21B680CC0AAD7B3AE6B2DF22F941E3081BC0B9_1513868090000,12/21/2017 08:54:00 PM +0000,Traffic Impediment,"(30.304854,-97.719615)",30.304854,-97.719615,E 45th St & Red River St,ARCHIVED,12/21/2017 10:45:00 PM +0000,20171221
7284,4E21B680CC0AAD7B3AE6B2DF22F941E3081BC0B9_1514136468000,12/24/2017 11:27:00 PM +0000,Traffic Impediment,"(30.284939,-97.677221)",30.284939,-97.677221,Elmsgrove Dr & Stone Gate Dr,ARCHIVED,12/24/2017 11:45:00 PM +0000,20171224
7285,4E38023A2F4A0108DE215EDE5ACF1DEC70D33ADF_1513372628000,12/16/2017 03:17:00 AM +0000,Traffic Hazard,"(30.115750,-97.805819)",30.11575,-97.805819,12600-13324 S Ih 35 Sb,ARCHIVED,12/16/2017 04:25:00 AM +0000,20171216
7286,40CB0A6EC9C6368854FB0EE4942DC54A38F57D78_1510062349000,11/07/2017 07:45:00 PM +0000,Crash Urgent,"(30.317289,-97.699617)",30.317289,-97.699617,Cameron Rd & Clayton Ln,ARCHIVED,11/07/2017 08:45:00 PM +0000,20171107
7287,3A85D2178D036673A374A5ACAB7DA4DE0361B6E8_1510078636000,11/08/2017 12:17:00 AM +0000,Crash Urgent,"(30.399265,-97.671607)",30.399265,-97.671607,12100-12324 Tech Ridge Blvd,ARCHIVED,11/08/2017 01:25:00 AM +0000,20171108
7288,40CB0A6EC9C6368854FB0EE4942DC54A38F57D78_1511014016000,11/18/2017 08:06:00 PM +0000,Stalled Vehicle,"(30.272215,-97.764308)",30.272215,-97.764308,1600 W Cesar Chavez St,ARCHIVED,11/18/2017 08:25:00 PM +0000,20171118
7289,3A85D2178D036673A374A5ACAB7DA4DE0361B6E8_1510166957000,11/09/2017 12:49:00 AM +0000,Stalled Vehicle,"(30.198858,-97.764882)",30.198858,-97.764882,E STASSNEY LN,ARCHIVED,11/09/2017 01:05:00 AM +0000,20171109
7290,3316F65321E6E08D1490852D942C34F35E0BDB13_1509882916000,11/05/2017 05:55:00 PM +0000,Stalled Vehicle,"(30.237444,-97.822750)",30.237444,-97.82275,5000-blk S Mopac Expy Sb,ARCHIVED,11/05/2017 06:15:00 PM +0000,20171105
7291,3316F65321E6E08D1490852D942C34F35E0BDB13_1510406210000,11/11/2017 07:16:00 PM +0000,Traffic Hazard,"(30.269490,-97.736077)",30.26949,-97.736077,900-999 RED RIVER ST,ARCHIVED,11/11/2017 08:10:00 PM +0000,20171111
7292,3316F65321E6E08D1490852D942C34F35E0BDB13_1511356973000,11/22/2017 07:22:00 PM +0000,Traffic Hazard,"(30.296965,-97.758420)",30.296965,-97.75842,2453-2607 N Mopac Expy Nb,ARCHIVED,11/22/2017 07:40:00 PM +0000,20171122
7293,2ACFC192F7F74E84214FF5DDCBCE2BDAAA73C3A0_1511726226000,11/27/2017 01:57:00 AM +0000,TRFC HAZD/ DEBRIS,"(30.231840,-97.803301)",30.23184,-97.803301,4600-blk S Lamar Blvd Nb,ARCHIVED,11/27/2017 02:05:00 AM +0000,20171127
7294,41048BC3417903D2A6B8E3FE2F13D267E25AE256_1509838889000,11/05/2017 04:41:00 AM +0000,COLLISION,"(30.450596,-97.659533)",30.450596,-97.659533,1400-1612 THREE POINTS RD,ARCHIVED,11/05/2017 05:30:00 AM +0000,20171105
7295,4E3BD263528BADFAE62199B6AC5FBE7CB4E81DEC_1516057786000,01/16/2018 05:09:00 AM +0000,Traffic Hazard,"(30.291653,-97.758821)",30.291653,-97.758821,N Mopac Nb To Windsor Ramp & Windsor Rd,ARCHIVED,01/16/2018 11:35:00 AM +0000,20180116
7296,4E90091068533B241B2634A3599D34ABCA4C11AF_1512730731000,12/08/2017 04:58:00 PM +0000,Traffic Hazard,"(30.176640,-97.833770)",30.17664,-97.83377,2600-2616 W Slaughter Ln,ARCHIVED,12/08/2017 05:10:00 PM +0000,20171208
7297,4E90091068533B241B2634A3599D34ABCA4C11AF_1514380430000,12/27/2017 07:13:00 PM +0000,Stalled Vehicle,"(30.226658,-97.768757)",30.226658,-97.768757,500 W Ben White Blvd Svrd Wb,ARCHIVED,12/27/2017 07:40:00 PM +0000,20171227
7298,4E90091068533B241B2634A3599D34ABCA4C11AF_1515408828000,01/08/2018 04:53:00 PM +0000,Traffic Hazard,"(30.237061,-97.839895)",30.237061,-97.839895,Monterey Oaks Blvd & W Us 290 Hwy Svrd Wb,ARCHIVED,01/08/2018 05:10:00 PM +0000,20180108
7299,4E90091068533B241B2634A3599D34ABCA4C11AF_1515584218000,01/10/2018 05:36:00 PM +0000,Traffic Hazard,"(30.425477,-97.671672)",30.425477,-97.671672,13700-13722 N Ih 35 Svrd Sb,ARCHIVED,01/11/2018 12:00:00 AM +0000,20180110
7300,5EC0660A4DCECB1B6FF4CA1A1D48CA532DEAE433_1517570865000,02/02/2018 05:27:00 PM +0000,Crash Service,"(30.226185,-97.769672)",30.226185,-97.769672,W Ben White Blvd Svrd Eb & S 1st St,ARCHIVED,02/03/2018 12:00:00 AM +0000,20180202
7301,4E90091068533B241B2634A3599D34ABCA4C11AF_1512681815000,12/08/2017 03:23:00 AM +0000,TRFC HAZD/ DEBRIS,"(30.112743,-97.782311)",30.112743,-97.782311,FM 1327 RD & N TURNERSVILLE RD,ARCHIVED,12/08/2017 04:20:00 AM +0000,20171208
7302,73CA0CCD6FF3D0CA58884DEAAAD9E042EC048A8F_1513514965000,12/17/2017 06:49:00 PM +0000,Crash Urgent,"(30.243861,-97.735137)",30.243861,-97.735137,1400 S Ih 35 Nb,ARCHIVED,12/17/2017 07:35:00 PM +0000,20171217
7303,73CA0CCD6FF3D0CA58884DEAAAD9E042EC048A8F_1515851174000,01/13/2018 07:46:00 PM +0000,Traffic Hazard,"(30.308911,-97.710885)",30.308911,-97.710885,5000 N Ih 35 Sb,ARCHIVED,01/14/2018 02:55:00 AM +0000,20180113
7304,73CA0CCD6FF3D0CA58884DEAAAD9E042EC048A8F_1516536261000,01/21/2018 06:04:00 PM +0000,Crash Urgent,"(30.313652,-97.704271)",30.313652,-97.704271,5600 Cameron Rd,ARCHIVED,01/22/2018 01:05:00 AM +0000,20180121
7305,1966E694BAD90686516F99CDF432800FDCA39290_1511365710000,11/22/2017 09:48:00 PM +0000,Traffic Hazard,"(30.361590,-97.746426)",30.36159,-97.746426,3526 Spicewood Springs Rd,ARCHIVED,11/22/2017 11:00:00 PM +0000,20171122
7306,1966E694BAD90686516F99CDF432800FDCA39290_1511967885000,11/29/2017 09:04:00 PM +0000,Crash Urgent,"(30.461943,-97.792482)",30.461943,-97.792482,10204 LAKE CREEK PKWY,ARCHIVED,11/29/2017 10:55:00 PM +0000,20171129
7307,7340CA224C5C8D2B89562159A4D81D9225A20E65_1516733855000,01/24/2018 12:57:00 AM +0000,Traffic Hazard,"(30.298542,-97.717071)",30.298542,-97.717071,4100 N Ih 35 Upper Deck Nb,ARCHIVED,01/24/2018 07:45:00 AM +0000,20180124
7308,4EC9F4EB1CF064513747B5E058DD05F3F6D6B737_1514509621000,12/29/2017 07:07:00 AM +0000,Traffic Hazard,"(30.370137,-97.680913)",30.370137,-97.680913,N Ih 35 Svrd Sb & Middle Fiskville Rd,ARCHIVED,12/29/2017 07:25:00 AM +0000,20171229
7309,4EC9F4EB1CF064513747B5E058DD05F3F6D6B737_1514771688000,01/01/2018 07:54:00 AM +0000,VEHICLE FIRE,"(30.417845,-97.654584)",30.417845,-97.654584,13812 Randalstone Dr,ARCHIVED,01/01/2018 08:15:00 AM +0000,20180101
7310,73E4409E052D5B11A0FC684DD0B0E87A0C94F988_1515170362000,01/05/2018 10:39:00 PM +0000,LOOSE LIVESTOCK,"(30.277346,-97.493237)",30.277346,-97.493237,20507 Ed Acklin Rd,ARCHIVED,01/05/2018 11:55:00 PM +0000,20180105
7311,73E4409E052D5B11A0FC684DD0B0E87A0C94F988_1515660739000,01/11/2018 02:52:00 PM +0000,Crash Urgent,"(30.249527,-97.805154)",30.249527,-97.805154,0 S Mopac Sb At S Cap Tx Trn,ARCHIVED,01/11/2018 09:25:00 PM +0000,20180111
7312,73E4409E052D5B11A0FC684DD0B0E87A0C94F988_1515835879000,01/13/2018 03:31:00 PM +0000,Traffic Impediment,"(30.382188,-97.686762)",30.382188,-97.686762,800-898 W Braker Ln,ARCHIVED,01/13/2018 09:50:00 PM +0000,20180113
7313,73E4409E052D5B11A0FC684DD0B0E87A0C94F988_1516007466000,01/15/2018 03:11:00 PM +0000,Traffic Hazard,"(30.322398,-97.705898)",30.322398,-97.705898,0 E 290 Wb To Ih 35 Sb Ramp,ARCHIVED,01/15/2018 09:50:00 PM +0000,20180115
7314,73E4409E052D5B11A0FC684DD0B0E87A0C94F988_1516179508000,01/17/2018 02:58:00 PM +0000,Stalled Vehicle,"(30.222631,-97.747587)",30.222631,-97.747587,S IH 35 NB & E BEN WHITE TO IH 35 NB RAMP,ARCHIVED,01/17/2018 10:05:00 PM +0000,20180117
7315,73E4409E052D5B11A0FC684DD0B0E87A0C94F988_1516609607000,01/22/2018 02:26:00 PM +0000,Traffic Hazard,"(30.172454,-97.722054)",30.172454,-97.722054,Mc Kinney Falls Pkwy & Dee Gabriel Collins Rd,ARCHIVED,01/22/2018 08:55:00 PM +0000,20180122
7316,73E4409E052D5B11A0FC684DD0B0E87A0C94F988_1516783553000,01/24/2018 02:45:00 PM +0000,Crash Urgent,"(30.224938,-97.766732)",30.224938,-97.766732,300 W BEN WHITE BLVD WB,ARCHIVED,01/24/2018 10:25:00 PM +0000,20180124
7317,4EC9F4EB1CF064513747B5E058DD05F3F6D6B737_1514964041000,01/03/2018 01:20:00 PM +0000,COLLISION WITH INJURY,"(30.268767,-97.894675)",30.268767,-97.894675,9338-9744 SOUTHWEST PKWY,ARCHIVED,01/03/2018 02:40:00 PM +0000,20180103
7318,73EE4958BDB5A056029EBD39B8ABBAA3DBC0F333_1514747728000,01/01/2018 01:15:00 AM +0000,Traffic Hazard,"(30.220819,-97.749152)",30.220819,-97.749152,0 S Ih 35 Sb To Ben White Ramp,ARCHIVED,01/01/2018 01:45:00 AM +0000,20180101
7319,73FF7B5297EDE96C37B235B01A7D090DBF2776FD_1515192278000,01/06/2018 04:44:00 AM +0000,Traffic Hazard,"(30.172600,-97.740902)",30.1726,-97.740902,6100 E WILLIAM CANNON DR,ARCHIVED,01/06/2018 04:55:00 AM +0000,20180106
7320,741C07500DE9571F0267456ADC47830465E658E9_1512744131000,12/08/2017 08:42:00 PM +0000,Traffic Hazard,"(30.232544,-97.826086)",30.232544,-97.826086,0 S Mopac Nb To W 290 Eb Ramp,ARCHIVED,12/08/2017 10:45:00 PM +0000,20171208
